siret,siren,nom_établissement,nom_entreprise,sigle,siège,effectif,effectifs,date_des_effectifs,chiffre_daffaires,code_naf,libellé_naf,catégorie_naf,date_création,date_fermeture,état_administratif,forme_juridique,microentreprise,taille_dentreprise,ess,subventions,procédure_collective,zonages,local_occupé,diffusible,numéro,voie,code_postal,commune,activités_réelles_et_filières,zones_géographiques,mots-clés,commentaires,effectifs.1
48886697100044,488866971,ID PARTNER,ID PARTNER,,oui,9,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2017-11-06,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,oui,Sud Isère (Territoire d'industrie),,oui,20,RUE OLYMPE DE GOUGES,38400,Saint-Martin-d'Hères,,,Axelera,,
43398074500023,433980745,ID LAS - SALLES GRAVURES,ID.LAS,,oui,6,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,17.29Z,Fabrication d'autres articles en papier ou en carton,Fabrication d'autres articles en papier ou en carton,2004-04-05,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,29,RUE IRENE JOLIOT CURIE ZA LES RUIRES,38320,Eybens,,,,,
92207625200027,922076252,,ID4US,,oui,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2024-09-16,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,21,RUE FREDERIC MISTRAL,38400,Saint-Martin-d'Hères,,,Dev Eco - à suivre,,
41130800000032,411308000,,IDAO,,non,2,2 salariés,2025.0,Entre 0 et 5 000 €,62.02A,Conseil en systèmes et logiciels informatiques,Conseil informatique,2020-02-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,27,RUE DU TOUR DE L’EAU,38400,Saint-Martin-d'Hères,,,,,1 ou 2 salarié(e)s
79534995000076,795349950,,IDE INSTITUT DE L'ENGAGEMENT,IDE,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,94.99Z,Autres organisations fonctionnant par adhésion volontaire,Activités des organisations associatives n.c.a.,2018-01-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,1,RUE VICTOR LASTELLA IMMEUBLE LE BRISE GLACE,38000,Grenoble,,,,,
47848653300027,478486533,IDEAL AUTO,IDEAL AUTO,,non,2,2 salariés,2025.0,Entre 1 M€ et 10 M€,45.20A,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,2007-06-04,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,9,BOULEVARD PAUL LANGEVIN,38600,Fontaine,,,,,1 ou 2 salarié(e)s
47848653300035,478486533,IDEAL AUTO,IDEAL AUTO,,non,2,2 salariés,2025.0,Entre 1 M€ et 10 M€,45.20A,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,2019-07-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,34,RUE DU PEUIL,38760,Varces-Allières-et-Risset,,,,,1 ou 2 salarié(e)s
47848653300019,478486533,,IDEAL AUTO,,oui,4,3 à 5 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,45.20A,Entretien et réparation de véhicules automobiles légers,Entretien et réparation de véhicules automobiles,2004-07-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,4,RUE DU PRE BLANCHET,38400,Saint-Martin-d'Hères,,,,,
84761251200024,847612512,,IDEAL MARKET,,oui,8,6 à 9 salarié(e)s,2025.0,Données indisponibles,10.11Z,Transformation et conservation de la viande de boucherie,Transformation et conservation de la viande de boucherie,2021-04-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,11,RUE DES COLIBRIS,38100,Grenoble,,,,,
90016678600013,900166786,,IDEAL RENOV ISERE,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.31Z,Travaux de plâtrerie,Travaux de plâtrerie,2021-06-02,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,RUE DE LA LIBERATION,38610,Gières,,,,,
40044771000064,400447710,ALESSANDRIA AUTOS,IDEALAUTO,,non,4,3 à 5 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,45.11Z,Commerce de voitures et de véhicules automobiles légers,Commerce de voitures et de véhicules automobiles légers,2014-08-06,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,27,BOULEVARD PAUL LANGEVIN,38600,Fontaine,,,,,
48272245100036,482722451,,IDEE ALPE,,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,90.02Z,Activités de soutien au spectacle vivant,Activités de soutien au spectacle vivant,2016-05-20,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,21,RUE DU BEAL,38400,Saint-Martin-d'Hères,,,,,
89514402000016,895144020,,IDEMISO,,oui,2,2 salariés,2025.0,Données indisponibles,43.29A,Travaux d'isolation,Autres travaux d'installation,2021-03-03,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,97,CHEMIN DU GROS CHENE CHEMIN DE MIRIBEL,38450,Miribel-Lanchâtre,,,,,1 ou 2 salarié(e)s
48249475400013,482494754,,IDEOLIA,,oui,4,3 à 5 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,41.20B,Construction d'autres bâtiments,Construction de bâtiments résidentiels et non résidentiels,2005-05-02,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,9,RUE CURE BOURSE,38320,Eybens,,,,,
80189993100027,801899931,,IDES PLOMBERIE,,oui,7,6 à 9 salarié(e)s,2025.0,Données indisponibles,43.22A,Travaux d'installation d'eau et de gaz en tous locaux,Travaux de plomberie et installation de chauffage et de conditionnement d'air,2024-04-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,3B,RUE IRENE JOLIOT CURIE,38320,Eybens,,,,,
31587164001231,315871640,,IDEX ENERGIES,,non,86-90,50 à 99 salarié(e)s,2025.0,Entre 500 M€ et 1 Mrd€,35.30Z,Production et distribution de vapeur et d'air conditionné,Production et distribution de vapeur et d'air conditionné,2010-01-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,21,RUE DE LA TUILERIE,38170,Seyssinet-Pariset,,,,,
80965225800025,809652258,IDOSENS,IDOSENS,,oui,10,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,46.51Z,"Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels","Commerce de gros d'ordinateurs, d'équipements informatiques périphériques et de logiciels",2024-07-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,,AVENUE DU VERCORS MERLIN - BATIMENT A ICONE - SITE PAUL LOUIS,38240,Meylan,,,,,
97351001900241,973510019,,IDS DELTA PROTECTION MIP,IDS,non,14,10 à 19 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,46.52Z,Commerce de gros (commerce interentreprises) de composants et d'équipements électroniques et de télécommunication,Commerce de gros de composants et d'équipements électroniques et de télécommunication,2000-07-03,,Actif,Société anonyme à conseil d'administration,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,93,RUE GENERAL MANGIN,38100,Grenoble,,,,,
34120123400042,341201234,,IDS ISSUE DE SECOURS,IDS,non,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,2021-05-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,26,RUE EMILE GUEYMARD,38000,Grenoble,,,,,
34120123400018,341201234,,IDS ISSUE DE SECOURS,IDS,oui,4,3 à 5 salarié(e)s,2025.0,Données indisponibles,87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social,Autres activités d'hébergement social,1986-12-26,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Sud Isère (Territoire d'industrie),,oui,106,CRS LIBERATION - GEN DE GAULLE,38000,Grenoble,,,,,
90101102300024,901011023,,IEC ISERE,,oui,8,6 à 9 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2022-10-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,32,RUE DE COMBOIRE,38130,Échirolles,,,,,
19380134700017,193801347,,IEP INSTITUT D'ETUDES POLITIQUES DE GRENOBLE,IEP,oui,293,250 à 499 salarié(e)s,2025.0,Données indisponibles,85.42Z,Enseignement supérieur,Enseignement supérieur,1990-12-01,,Actif,Etablissement public administratif,non,PME,non,"P147 - 2024 - Cordées 2024 - Programme d'ouverture sociale de Sciences Po Grenoble. - 20000 €

P147 - 2023 - 2023 : Cordées de la réussite : programme d'ouverture sociale. - 20000 €

P147 - 2023 - Programme d'Ouverture Sociale-IEP GRENOBLE - 20000 €",non,Sud Isère (Territoire d'industrie),,oui,1030,RUE DES UNIVERSITES,38400,Saint-Martin-d'Hères,,,,,
38870057700025,388700577,,IES IMPACT ENVIRONNEMENT SERVICES,IES,oui,8,6 à 9 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,38.12Z,Collecte des déchets dangereux,Collecte des déchets dangereux,1998-04-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,8,AVENUE ARISTIDE BERGES,38420,Domène,,,,,
39012323000026,390123230,ISERE FROID ASSISTANCE,IFA ISERE FROID DEVELOPPEMENT,IFA,oui,4,3 à 5 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,33.12Z,Réparation de machines et équipements mécaniques,Réparation de machines et équipements mécaniques,1999-05-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,83,ROUTE DU RUISSET,38360,Noyarey,,,"ADEA, Sce_Eco_Ivan",,
33273739400566,332737394,IFAC RHONE ALPES ANIMATION,IFAC,IFAC,non,31-33,20 à 49 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,2011-01-01,,Actif,Association loi 1901 ou assimilé,non,ETI,oui,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE DU CORNILLON ESPACE CLARETIERE,38120,Fontanil-Cornillon,,,,,
85119757400011,851197574,,IFBEM,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,85.59A,Formation continue d'adultes,Enseignements divers,2019-05-15,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,18,RUE DU DAUPHINE,38180,Seyssins,,,,,
37856515400093,378565154,,IFPP INGENIERIE FINANC PATRIMOINE PREVOYANCE,IFPP,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,66.19B,"Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite, n.c.a.","Autres activités auxiliaires de services financiers, hors assurance et caisses de retraite",2021-08-20,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,48,CRS LIBERATION - GEN DE GAULLE,38000,Grenoble,,,,,
31065677200186,310656772,,IFRA,,non,28-30,20 à 49 salarié(e)s,2025.0,Données indisponibles,85.59A,Formation continue d'adultes,Enseignements divers,2015-08-01,,Actif,Association loi 1901 ou assimilé,non,PME,oui,,non,Village Sud (QPV) ; Village Sud (QPV 2015) ; Sud Isère (Territoire d'industrie),,oui,11,RUE CLEMENT ADER,38130,Échirolles,,,,,
18009006002340,180090060,DIRECTION REGIONALE IGESA AUVERGNE RHONE ALPES,IGESA INSTITUTION DE GESTION SOCIALE DES ARMEES,IGESA,non,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,88.99B,Action sociale sans hébergement n.c.a.,Autre action sociale sans hébergement n.c.a.,2002-11-01,,Actif,Etablissement public ou régie à caractère industriel ou commercial,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,,RUE CORNELIE GEMOND,38000,Grenoble,,,,,
97868523800021,978685238,,IGI,,oui,1,1 ou 2 salarié(e)s,2024.0,Données indisponibles,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux,2024-03-06,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,3B,PASSAGE DE LA REPUBLIQUE,38000,Grenoble,,,,,
97868523800039,978685238,MOODY BAR,IGI,,non,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.30Z,Débits de boissons,Débits de boissons,2024-03-06,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,4,PLACE AUX HERBES,38000,Grenoble,,,,,
44997713100332,449977131,INGIENAIR IRE,IGIENAIR,,non,16-18,10 à 19 salarié(e)s,2025.0,Données indisponibles,81.22Z,Autres activités de nettoyage des bâtiments et nettoyage industriel,Autres activités de nettoyage des bâtiments et nettoyage industriel,2021-01-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,73,RUE GENERAL MANGIN,38100,Grenoble,,,,,
98782420800027,987824208,,IGMA,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,56.30Z,Débits de boissons,Débits de boissons,2024-09-18,,Actif,Société par actions simplifiée,non,,non,,non,Alma - Très Cloîtres - Chenoise (QPV) ; Alma - Très Cloîtres - Chenoise (QPV 2015) ; Sud Isère (Territoire d'industrie),,oui,2B,RUE DU PONT SAINT JAIME,38000,Grenoble,,,,,
81370372500016,813703725,AMBIANCE & FEU,IGNIS DESIGN,,oui,2,2 salariés,2025.0,Entre 500 001 € et 1 M€,43.22B,Travaux d'installation d'équipements thermiques et de climatisation,Travaux de plomberie et installation de chauffage et de conditionnement d'air,2015-10-07,,Actif,Société par actions simplifiée,non,PME,non,,oui,Sud Isère (Territoire d'industrie),,oui,13,RUE MARCEL PAUL,38120,Saint-Égrève,,,,,1 ou 2 salarié(e)s
90280907800022,902809078,IGONOGO,IGONOGO,,oui,9,6 à 9 salarié(e)s,2025.0,Données indisponibles,70.10Z,Activités des sièges sociaux,Activités des sièges sociaux,2023-10-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,5,PLACE NELSON MANDELA,38000,Grenoble,,,,,
90280907800030,902809078,IGONOGO,IGONOGO,,non,14,10 à 19 salarié(e)s,2025.0,Données indisponibles,58.29C,Édition de logiciels applicatifs,Édition d'autres logiciels,2025-03-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,12,RUE AMPERE BATIMENT A,38000,Grenoble,,,,,
87922859100019,879228591,,IIIDATA,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,62.02A,Conseil en systèmes et logiciels informatiques,Conseil informatique,2019-11-24,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,10,LOT LE GRAND PRE,38360,Noyarey,,,,,
35174572400267,351745724,,IKEA,IKEA,non,181-190,100 à 199 salarié(e)s,2025.0,Entre 1 Mrd€ et 50 Mrd€,47.59A,Commerce de détail de meubles,"Commerce de détail de meubles, appareils d'éclairage et autres articles de ménage en magasin spécialisé",2007-04-01,,Actif,Société par actions simplifiée,non,GE,non,,non,Sud Isère (Territoire d'industrie),,oui,150,AVENUE GABRIEL PERI,38400,Saint-Martin-d'Hères,,,,,
47996096500271,479960965,IKKS,IKKS RETAIL,,non,1,1 ou 2 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,47.71Z,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,2006-01-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,10,RUE GENTIL BERNARD 10-12-2 RUE DE BONNE,38000,Grenoble,,,,,
47996096501451,479960965,IKKS,IKKS RETAIL,,non,1,1 ou 2 salarié(e)s,2025.0,Entre 100 M€ et 500 M€,47.71Z,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,2012-01-02,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,26,RUE DOCTEUR MAZET,38000,Grenoble,,,,,
47996096501014,479960965,IKKS WOMEN AND MEN,IKKS RETAIL,,non,2,2 salariés,2025.0,Entre 100 M€ et 500 M€,47.71Z,Commerce de détail d'habillement en magasin spécialisé,Commerce de détail d'habillement en magasin spécialisé,2009-05-15,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,29,RUE DOCTEUR MAZET ANGLE RUE CLOBEY N 7,38000,Grenoble,,,,,1 ou 2 salarié(e)s
92085411400013,920854114,,IKZB,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,96.09Z,Autres services personnels n.c.a.,Autres services personnels n.c.a.,2022-10-12,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,105,AVENUE ARISTIDE BRIAND,38600,Fontaine,,,,,
31664339400034,316643394,ORALIA ILE VERTE,ILE VERTE IMMOBILIERE,,oui,4,3 à 5 salarié(e)s,2025.0,Entre 0 et 5 000 €,68.31Z,Agences immobilières,Agences immobilières,1988-09-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,22B,AVENUE MAL RANDON,38000,Grenoble,,,,,
80181546500043,801815465,FUOCO PIZZAS,ILEF,,oui,2,2 salariés,2025.0,Données indisponibles,56.10C,Restauration de type rapide,Restaurants et services de restauration mobile,2021-03-25,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,68,COURS JEAN JAURES,38130,Échirolles,,,,,1 ou 2 salarié(e)s
84787083900010,847870839,ILF,ILF,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,81.21Z,Nettoyage courant des bâtiments,Nettoyage courant des bâtiments,2019-01-02,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,333,CHEMIN SAINT BARNAUD HAMEAU LES PEILLETS,38410,Vaulnaveys-le-Bas,,,,,
34906767800012,349067678,GLENAT LIBRAIRE D'IMAGES,ILIADE COMICS CARTOONS HUMOUR ZENDA...,,non,5,3 à 5 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,47.61Z,Commerce de détail de livres en magasin spécialisé,Commerce de détail de livres en magasin spécialisé,1988-12-22,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,19,AVENUE ALSACE LORRAINE,38000,Grenoble,,,,,
77955588700024,779555887,,ILL INSTITUT MAX VON LAUE - PAUL LANGEVIN,ILL,oui,532,500 à 999 salarié(e)s,2025.0,Données indisponibles,72.19Z,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,2014-04-21,,Actif,Société civile,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,71,AVENUE DES MARTYRS,38000,Grenoble,,,,,
79923688000123,799236880,,ILLICO INTERIM,,oui,1,1 ou 2 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,78.30Z,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,2024-04-30,,Actif,Société par actions simplifiée,non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,9,AVENUE DE CONSTANTINE,38100,Grenoble,,,,,
79923688000115,799236880,H9,ILLICO INTERIM,,non,5,3 à 5 salarié(e)s,2025.0,Entre 250 001 € et 500 000 €,78.30Z,Autre mise à disposition de ressources humaines,Autre mise à disposition de ressources humaines,2023-01-01,,Actif,Société par actions simplifiée,non,ETI,non,,oui,Sud Isère (Territoire d'industrie),,oui,13,RUE ROLAND GARROS,38320,Eybens,,,,,
78920833700012,789208337,,ILOPTIK,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,47.78A,Commerces de détail d'optique,Autre commerce de détail de biens neufs en magasin spécialisé,2012-11-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,13,AVENUE MARECHAL RANDON,38000,Grenoble,,,,,
50996703000024,509967030,,IMACTIS,,oui,12,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,72.19Z,Recherche-développement en autres sciences physiques et naturelles,Recherche-développement en autres sciences physiques et naturelles,2018-07-12,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,RUE DU TOUR DE L’EAU,38400,Saint-Martin-d'Hères,,,,,
88527559400012,885275594,EL BOUFERI ECHAFAUDAGE,IMAD EL BOUFERI,,oui,1,1 ou 2 salarié(e)s,2024.0,Données indisponibles,43.99B,Travaux de montage de structures métalliques,Autres travaux de construction spécialisés n.c.a.,2020-07-01,,Actif,Entrepreneur individuel,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,10,AVENUE ALBERT 1ER DE BELGIQUE,38000,Grenoble,,,,,
50040871100033,500408711,ID RENOV,IMADE LALA,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,43.34Z,Travaux de peinture et vitrerie,Travaux de peinture et vitrerie,2021-09-20,,Actif,Entrepreneur individuel,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,19,RUE DE STALINGRAD,38130,Échirolles,,,,,
49391765200049,493917652,IMAPRIM,IMAPRIM,,non,4,3 à 5 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,41.10A,Promotion immobilière de logements,Promotion immobilière,2021-02-01,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,32,"RUE GUSTAVE EIFFEL 32, 34",38100,Grenoble,,,,,
51126687600057,511266876,,IMEBIO,,oui,6,6 à 9 salarié(e)s,2025.0,Entre 0 et 5 000 €,71.12B,"Ingénierie, études techniques",Activités d'ingénierie,2019-11-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,11,RUE RENE CAMPHIN,38600,Fontaine,,,"Dev Eco - à suivre, salle blanche, Sce_Eco_Ivan","Présenté en réunion de service Eco par les filières 7/4/25
Aménagement de containers maritime en salle blanche P2 P3 ou P4
itinérant possible ou a installer dans des batiments",
7250184400038,72501844,,IMER FRANCE,,oui,101-110,100 à 199 salarié(e)s,2025.0,Entre 50 M€ et 100 M€,46.63Z,"Commerce de gros (commerce interentreprises) de machines pour l'extraction, la construction et le génie civil","Commerce de gros de machines pour l'extraction, la construction et le génie civil",1984-12-03,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,16,ALL L INDUSTRIE ZI DE L ES SPEYRES  ET N°18,38450,Vif,,,,,
7350075300055,73500753,,IMI JARDIN SA,,oui,11,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,46.61Z,Commerce de gros (commerce interentreprises) de matériel agricole,Commerce de gros de matériel agricole,1981-01-01,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,33,AVENUE DE L'ILE BRUNE ZI,38120,Saint-Égrève,,,,,
98524417700020,985244177,TEAM BREAK GRENOBLE,IMMERSIVE GAME GRENOBLE,,oui,3,3 à 5 salarié(e)s,2025.0,Données indisponibles,93.29Z,Autres activités récréatives et de loisirs,Autres activités récréatives et de loisirs,2024-06-05,,Actif,Société par actions simplifiée,non,,non,,non,Sud Isère (Territoire d'industrie),,oui,9,AVENUE BENOIT FRACHON CENTRE COMMERCIAL ET DE LOISIRS NEYRPI,38400,Saint-Martin-d'Hères,,,,,
39763429600016,397634296,,IMMEUBLE EN S,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,81.10Z,Activités combinées de soutien lié aux bâtiments,Activités combinées de soutien lié aux bâtiments,1994-01-01,,Actif,Syndicat de propriétaires,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,,BOULEVARD MARECHAL LECLERC,38000,Grenoble,,,,,
35289791200015,352897912,,IMMEUBLE LE ROC,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,81.10Z,Activités combinées de soutien lié aux bâtiments,Activités combinées de soutien lié aux bâtiments,1989-05-01,,Actif,Syndicat de propriétaires,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,13,RUE DU PONT CARPIN IMMEUBLE 13 15 17 19,38400,Saint-Martin-d'Hères,,,,,
83303821900014,833038219,,IMMO & CO,,oui,2,2 salariés,2025.0,Données indisponibles,68.32A,Administration d'immeubles et autres biens immobiliers,Administration de biens immobiliers,2017-10-04,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,6,RUE MALAKOFF,38000,Grenoble,,,,,1 ou 2 salarié(e)s
35245578600041,352455786,,IMMO BAT,,oui,2,2 salariés,2025.0,Entre 0 et 5 000 €,43.32B,Travaux de menuiserie métallique et serrurerie,Travaux de menuiserie,2023-12-11,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,155,RUE AMPERE CORNAGE ET ROCCA,38220,Vizille,,,,,1 ou 2 salarié(e)s
52906632600081,529066326,,IMMO DE FRANCE RHONE ALPES,,non,19-21,10 à 19 salarié(e)s,2025.0,Entre 1 M€ et 10 M€,68.32A,Administration d'immeubles et autres biens immobiliers,Administration de biens immobiliers,2023-09-30,,Actif,Société par actions simplifiée,non,ETI,non,,non,Sud Isère (Territoire d'industrie),,oui,12,PLACE PAUL MISTRAL,38000,Grenoble,,,,,
41103348300024,411033483,,IMMOBILIA GESTION,,oui,2,2 salariés,2025.0,Données indisponibles,68.31Z,Agences immobilières,Agences immobilières,2000-01-18,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,5,BOULEVARD EDOUARD REY,38000,Grenoble,,,,,1 ou 2 salarié(e)s
85234384700012,852343847,,IMMOBILIER DU PALAIS,,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,68.31Z,Agences immobilières,Agences immobilières,2019-07-02,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,20,RUE ABBE GREGOIRE,38000,Grenoble,,,,,
48195598700021,481955987,,IMMOBILIERE ROSIER,IMMOBILIERE ROSIER,oui,1,1 ou 2 salarié(e)s,2025.0,Données indisponibles,68.31Z,Agences immobilières,Agences immobilières,2018-09-14,,Actif,Société par actions simplifiée,non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,14,RUE DE LA POSTE,38000,Grenoble,,,,,
39258174000025,392581740,,IMMOBILIERE VICTOR HUGO,,oui,5,3 à 5 salarié(e)s,2025.0,Entre 500 001 € et 1 M€,68.31Z,Agences immobilières,Agences immobilières,2009-07-01,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,6,COURS BERRIAT,38000,Grenoble,,,,,
42828131500021,428281315,,IMMOBILIERE ZENITH REGIE,,oui,2,2 salariés,2025.0,Données indisponibles,68.32A,Administration d'immeubles et autres biens immobiliers,Administration de biens immobiliers,2010-06-30,,Actif,Société à responsabilité limitée (SARL),non,PME,non,,non,Sud Isère (Territoire d'industrie),,oui,110,COURS JEAN JAURES,38000,Grenoble,,,,,1 ou 2 salarié(e)s
